time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),direct_radiation (W/m²)
2016-01-19T23:00,22.7,58,26,966.8,0,31,0
2016-01-20T00:00,22.4,59,25.3,967,0,34,0
2016-01-20T01:00,21.8,61,24.1,966.8,0,38,0
2016-01-20T02:00,21.4,62,23.3,965.8,0,42,0
2016-01-20T03:00,21.1,62,21,965.1,0,38,0
2016-01-20T04:00,20.2,66,20.9,965,0,47,0
2016-01-20T05:00,19.1,70,21.8,965.4,0,60,0
2016-01-20T06:00,18.5,74,21.9,965.7,0,64,0
2016-01-20T07:00,19.5,73,23.2,966.8,0,66,12
2016-01-20T08:00,24.3,60,28.6,968.5,0,50,88
2016-01-20T09:00,27.8,43,30.9,969.3,0,31,265
2016-01-20T10:00,29.6,38,33,969.1,0,31,565
2016-01-20T11:00,30.9,35,34.7,968.4,0,28,712
2016-01-20T12:00,31.9,32,36.6,967.3,0,29,797
2016-01-20T13:00,32.5,31,36.6,966.3,0,30,794
2016-01-20T14:00,32.4,33,36.1,964.7,0,30,680
2016-01-20T15:00,32.1,33,34.9,963.8,0,30,503
2016-01-20T16:00,31.5,34,33.5,963.3,0,29,380
2016-01-20T17:00,30.5,37,32.9,964.1,0,30,185
2016-01-20T18:00,28.8,46,31.2,964,0,31,35
2016-01-20T19:00,27,48,29.1,964.6,0,32,0
2016-01-20T20:00,25.7,51,28.8,965.5,0,34,0
2016-01-20T21:00,24.5,56,27.8,966.2,0,36,0
2016-01-20T22:00,23.6,59,26.4,966.4,0,39,0
2016-01-20T23:00,22.7,62,25.7,966.4,0,36,0
2016-01-21T00:00,21.8,65,25.3,966.2,0,46,0
2016-01-21T01:00,21,69,24.1,965.9,0,48,0
2016-01-21T02:00,22.1,65,22.8,965.4,0,42,0
2016-01-21T03:00,21.9,66,21.4,964.8,0,47,0
2016-01-21T04:00,21.7,68,20.6,965,0,53,0
2016-01-21T05:00,21.5,68,22.1,965.3,0,48,0
2016-01-21T06:00,21.4,70,21.9,965.9,0,55,0
2016-01-21T07:00,21.7,72,23.3,966.8,0,57,16
2016-01-21T08:00,25.8,57,25.1,968.2,0,56,135
2016-01-21T09:00,27.3,50,30.4,969.1,0,58,244
2016-01-21T10:00,29,45,32.2,969.5,0,58,485
2016-01-21T11:00,30.1,42,33.6,968.5,0,49,537
2016-01-21T12:00,31.1,39,35.9,967.7,0,51,671
2016-01-21T13:00,31.7,38,36.1,966.4,0,68,641
2016-01-21T14:00,30.9,42,34.7,965,0,65,402
2016-01-21T15:00,31,41,34.7,964.1,0,64,353
2016-01-21T16:00,30.7,41,34,963.5,0,67,280
2016-01-21T17:00,29.8,44,33,963.2,0,33,147
2016-01-21T18:00,28.6,47,31.5,964,0,33,33
2016-01-21T19:00,26.8,54,30.4,964.7,0,35,0
2016-01-21T20:00,25.6,59,29.8,965.6,0,39,0
2016-01-21T21:00,25,62,28.8,966.1,0,50,0
2016-01-21T22:00,24.1,66,28.6,966.7,0,50,0
2016-01-21T23:00,23.6,69,27.4,966.5,0,51,0
2016-01-22T00:00,23.3,69,26.4,966.8,0,53,0
2016-01-22T01:00,23.2,70,26.3,966.2,0,59,0
2016-01-22T02:00,23.5,67,25.7,965.9,0,56,0
2016-01-22T03:00,23,69,24.9,965.5,0,57,0
2016-01-22T04:00,22.6,71,25,965.7,0,62,0
2016-01-22T05:00,22.3,72,25.7,965.7,0,56,0
2016-01-22T06:00,21.8,75,25.8,966.2,0,49,0
2016-01-22T07:00,22.1,78,26.1,967.2,0,52,21
2016-01-22T08:00,25.5,61,27.8,968.1,0,39,117
2016-01-22T09:00,27.4,51,31.6,969.3,0,39,278
2016-01-22T10:00,29.3,45,32.6,969.2,0,40,497
2016-01-22T11:00,31.2,39,36,968.9,0,31,747
2016-01-22T12:00,31.9,37,37,967.8,0,38,704
2016-01-22T13:00,32.1,36,36.4,966.7,0,33,565
2016-01-22T14:00,32.1,37,36.3,965.2,0,29,587
2016-01-22T15:00,32,36,35.9,964.2,0,30,525
2016-01-22T16:00,31.6,37,34.5,963.4,0,28,349
2016-01-22T17:00,30.7,39,33.6,964,0,11,229
2016-01-22T18:00,29.2,44,32.7,964.7,0,10,52
2016-01-22T19:00,27.4,49,31.1,965,0,11,0
2016-01-22T20:00,26.1,53,30.1,966.5,0,10,0
2016-01-22T21:00,25.4,55,29,967,0,16,0
2016-01-22T22:00,24.5,59,27.5,967.4,0,21,0
2016-01-22T23:00,23.9,62,27.2,967.6,0,25,0
2016-01-23T00:00,23.6,64,26.5,967.2,0,34,0
2016-01-23T01:00,23.2,67,26.6,966.5,0,31,0
2016-01-23T02:00,24.5,61,26.2,965.7,0,25,0
2016-01-23T03:00,24.2,62,25.5,965.5,0,27,0
2016-01-23T04:00,22.9,66,25.2,965.4,0,23,0
2016-01-23T05:00,22.2,69,25,965.2,0,23,0
2016-01-23T06:00,21.3,73,24.9,965.9,0,13,0
2016-01-23T07:00,21.8,76,25.7,966.6,0,10,28
2016-01-23T08:00,26.5,57,27.9,968.1,0,8,180
2016-01-23T09:00,28.8,47,32.4,969.4,0,15,402
2016-01-23T10:00,30.1,43,34.7,969.5,0,20,547
2016-01-23T11:00,30.8,41,35.6,968.7,0,20,597
2016-01-23T12:00,31.6,39,36.7,967.9,0,22,699
2016-01-23T13:00,32.6,37,38.1,966.6,0,43,737
2016-01-23T14:00,32.5,37,36.7,965.2,0,59,521
2016-01-23T15:00,32.2,37,35.2,964.4,0,62,344
2016-01-23T16:00,31.6,39,35.2,963.7,0,47,179
2016-01-23T17:00,30.8,41,34.4,964.3,0,61,96
2016-01-23T18:00,29.2,46,33.1,964.7,0,38,20
2016-01-23T19:00,27.7,52,31.8,965.4,0,44,0
2016-01-23T20:00,26.7,58,31,966.3,0,39,0
2016-01-23T21:00,25.8,60,30.7,967,0,47,0
2016-01-23T22:00,24.5,63,29.1,967.4,0,40,0
2016-01-23T23:00,23.8,67,28.4,967.6,0,33,0
2016-01-24T00:00,23.3,69,27.9,967.6,0,43,0
2016-01-24T01:00,22.7,71,26.6,966.4,0,65,0
2016-01-24T02:00,22.8,72,25.7,965.6,0,60,0
2016-01-24T03:00,22.3,74,23.9,964.7,0,59,0
2016-01-24T04:00,21.9,75,23.2,964.6,0,51,0
2016-01-24T05:00,21.5,76,24.5,964.9,0,43,0
2016-01-24T06:00,21.1,78,23.9,965.5,0,24,0
2016-01-24T07:00,21.6,79,24.7,966.6,0,25,25
2016-01-24T08:00,26.1,63,27.7,967.6,0,31,154
2016-01-24T09:00,28.5,49,32.6,968.8,0,35,324
2016-01-24T10:00,29.9,45,34.2,968.5,0,32,509
2016-01-24T11:00,30.9,42,35.3,967.8,0,35,545
2016-01-24T12:00,32.3,37,38,966.9,0,31,721
2016-01-24T13:00,32.6,36,36.8,965.7,0,38,545
2016-01-24T14:00,32.3,36,36.6,964.4,0,36,436
2016-01-24T15:00,32.3,36,35.7,963.5,0,34,386
2016-01-24T16:00,32,36,35,962.6,0,32,355
2016-01-24T17:00,30.9,38,32.4,962.7,0,38,153
2016-01-24T18:00,29.7,43,31.6,963,0,37,41
2016-01-24T19:00,28,47,30.8,963.9,0,43,0
2016-01-24T20:00,26.9,50,30.1,964.4,0,34,0
2016-01-24T21:00,25.8,55,29,965.6,0,32,0
2016-01-24T22:00,24.9,59,27.2,965.7,0,19,0
2016-01-24T23:00,24.1,62,27.1,966,0,16,0
2016-01-25T00:00,23.6,64,26.9,966.2,0,23,0
2016-01-25T01:00,23.3,65,25.9,965.4,0,29,0
2016-01-25T02:00,22.4,68,25,965,0,26,0
2016-01-25T03:00,21.8,71,23.9,964.6,0,25,0
2016-01-25T04:00,21.6,72,23,964.7,0,38,0
2016-01-25T05:00,21.5,72,23.6,964.4,0,27,0
2016-01-25T06:00,20.8,75,24.1,965.4,0,33,0
2016-01-25T07:00,21.7,75,24.6,967.4,0,38,27
2016-01-25T08:00,27,53,28.2,968.6,0,37,189
2016-01-25T09:00,28.8,46,29.7,969.6,0,41,355
2016-01-25T10:00,30.2,42,35.3,970.1,0,45,549
2016-01-25T11:00,31,40,36.3,969.7,0,45,592
2016-01-25T12:00,32,37,37.8,969,0,39,762
2016-01-25T13:00,32.6,35,37.6,967.7,0,40,788
2016-01-25T14:00,32.4,35,36.7,966.4,0,44,610
2016-01-25T15:00,32.1,35,34.6,965.2,0,39,471
2016-01-25T16:00,31.7,36,33.5,964.5,0,41,342
2016-01-25T17:00,30.8,37,33.3,965,0,36,138
2016-01-25T18:00,29.3,41,30.8,964.7,0,37,24
2016-01-25T19:00,27.8,47,29.7,965.5,0,37,0
2016-01-25T20:00,26.4,52,29.2,966.2,0,39,0
2016-01-25T21:00,25.5,55,28.6,967.1,0,40,0
2016-01-25T22:00,24.6,59,27.6,967.3,0,41,0
2016-01-25T23:00,23.8,62,27.3,967.5,0,41,0
2016-01-26T00:00,23.3,65,26.3,967.2,0,38,0
2016-01-26T01:00,22.7,67,25,966.2,0,35,0
2016-01-26T02:00,21.9,67,24.7,965.7,0,39,0
2016-01-26T03:00,21.1,71,23.1,965.1,0,35,0
2016-01-26T04:00,20.7,73,21.5,965,0,36,0
2016-01-26T05:00,20.6,73,24,965.4,0,14,0
2016-01-26T06:00,20.1,76,23,965.8,0,10,0
2016-01-26T07:00,21.4,75,24.2,967.3,0,4,30
2016-01-26T08:00,26.6,57,27.7,968.5,0,2,187
2016-01-26T09:00,29.4,41,31.5,969.8,0,3,419
2016-01-26T10:00,30.9,36,33,969.6,0,0,651
2016-01-26T11:00,32,32,34.8,969.2,0,3,822
2016-01-26T12:00,32.9,29,36.8,968,0,5,905
2016-01-26T13:00,33.6,27,37.2,967.1,0,8,928
2016-01-26T14:00,33.2,30,36.7,965.7,0,6,780
2016-01-26T15:00,33.1,30,35,964.9,0,0,684
2016-01-26T16:00,32.3,31,33.5,964.4,0,2,451
2016-01-26T17:00,31.2,33,32.3,965.2,0,3,259
2016-01-26T18:00,29.3,43,31,964.7,0,0,59
2016-01-26T19:00,27.2,44,29.8,965.8,0,0,0
2016-01-26T20:00,25.8,48,29,966.4,0,2,0
2016-01-26T21:00,25.3,50,27.6,967.3,0,3,0
2016-01-26T22:00,24.3,55,26.6,967.5,0,4,0
2016-01-26T23:00,23.9,56,26.5,967.6,0,11,0
2016-01-27T00:00,23.4,58,25.5,967.9,0,18,0
2016-01-27T01:00,22.6,62,23.7,967.2,0,26,0
2016-01-27T02:00,21.7,65,23.5,966.9,0,35,0
2016-01-27T03:00,21.1,68,22.1,966.5,0,36,0
2016-01-27T04:00,20.6,71,22,966.8,0,27,0
2016-01-27T05:00,20.5,71,22.8,966.8,0,36,0
2016-01-27T06:00,20.3,72,22.7,967.9,0,36,0
2016-01-27T07:00,20.7,74,23.6,968.7,0,26,25
2016-01-27T08:00,25.2,56,25.9,969.8,0,17,188
2016-01-27T09:00,28.2,41,29.8,970.5,0,8,431
2016-01-27T10:00,30.3,32,31.7,970.1,0,1,659
2016-01-27T11:00,31.7,26,33.4,969.2,0,0,795
2016-01-27T12:00,32.9,23,36.1,968,0,1,896
2016-01-27T13:00,33.6,21,36.4,966.4,0,8,907
2016-01-27T14:00,33.8,22,36.2,965.1,0,17,859
2016-01-27T15:00,33.6,22,35.3,964.1,0,17,724
2016-01-27T16:00,32.9,24,33.7,963.6,0,0,525
2016-01-27T17:00,31.6,27,31.8,963.7,0,0,275
2016-01-27T18:00,29.6,38,31.2,964.4,0,0,63
2016-01-27T19:00,27.4,38,29.5,965.1,0,2,0
2016-01-27T20:00,26.1,39,29.2,966.3,0,7,0
2016-01-27T21:00,24.5,43,27.1,967,0,22,0
2016-01-27T22:00,23.4,47,26.1,967.3,0,27,0
2016-01-27T23:00,22.6,50,25.2,967.1,0,35,0
2016-01-28T00:00,22,52,24.3,966.9,0,17,0
2016-01-28T01:00,21.3,56,23.2,965.9,0,8,0
2016-01-28T02:00,21.1,56,21.7,965.2,0,5,0
2016-01-28T03:00,20.3,59,20.3,964.6,0,1,0
2016-01-28T04:00,19.4,62,19.6,964.7,0,1,0
2016-01-28T05:00,18.7,64,21,964.8,0,0,0
2016-01-28T06:00,18.4,66,21,965.7,0,0,0
2016-01-28T07:00,19.3,67,21.5,966.9,0,0,32
2016-01-28T08:00,25.9,50,25.8,968.1,0,2,211
2016-01-28T09:00,28.8,41,31.6,969.5,0,4,417
2016-01-28T10:00,30.4,37,33.7,969.6,0,3,639
2016-01-28T11:00,31.6,34,35.4,969,0,10,780
2016-01-28T12:00,32.5,32,37,967.9,0,24,827
2016-01-28T13:00,33.1,30,38.1,966.8,0,20,820
2016-01-28T14:00,32.3,34,37.1,965.5,0,8,560
2016-01-28T15:00,32.4,34,36.5,964.5,0,7,600
2016-01-28T16:00,32,34,34.8,963.9,0,6,434
2016-01-28T17:00,31,36,33.5,964.1,0,2,251
2016-01-28T18:00,29.5,47,33,964.5,0,2,61
2016-01-28T19:00,27.5,48,30.8,964.5,0,1,0
2016-01-28T20:00,26.2,49,29.2,965.5,0,2,0
2016-01-28T21:00,25.1,53,28.2,966.3,0,6,0
2016-01-28T22:00,23.9,58,26.9,966.4,0,3,0
2016-01-28T23:00,22.9,62,26.1,966.1,0,5,0
2016-01-29T00:00,22,65,24.3,965.7,0,4,0
2016-01-29T01:00,20.9,69,23.7,964.7,0,4,0
2016-01-29T02:00,20.9,69,23,964.1,0,1,0
2016-01-29T03:00,20.2,72,21.6,963.4,0,2,0
2016-01-29T04:00,19.6,74,21.7,963.8,0,1,0
2016-01-29T05:00,19.1,76,21.6,964,0,0,0
2016-01-29T06:00,18.7,78,21.3,965,0,5,0
2016-01-29T07:00,19.9,77,22.6,966.1,0,8,28
2016-01-29T08:00,26,56,28.1,967.7,0,12,189
2016-01-29T09:00,28.9,44,32.6,968.7,0,26,433
2016-01-29T10:00,30.3,41,34.4,968.5,0,21,625
2016-01-29T11:00,31.5,38,36.6,968.2,0,16,783
2016-01-29T12:00,32.5,35,39,967.3,0,12,895
2016-01-29T13:00,32.9,33,38.5,966.2,0,7,827
2016-01-29T14:00,32.4,36,37.6,964.7,0,7,680
2016-01-29T15:00,32.4,35,36.8,963.8,0,10,619
2016-01-29T16:00,31.9,36,35.4,963.1,0,8,481
2016-01-29T17:00,31.1,37,33.8,962.2,0,10,248
2016-01-29T18:00,29.6,44,32.6,963,0,7,59
2016-01-29T19:00,27.5,49,31,963.5,0,11,0
2016-01-29T20:00,26.6,51,29.7,964.1,0,11,0
2016-01-29T21:00,25.6,55,27.4,964.7,0,15,0
2016-01-29T22:00,24.5,58,26.1,965.3,0,23,0
2016-01-29T23:00,23.6,62,25.7,965.7,0,26,0
2016-01-30T00:00,23.1,65,24.5,965.7,0,17,0
2016-01-30T01:00,22.6,67,24.4,965.2,0,19,0
2016-01-30T02:00,21.8,70,23.5,964.4,0,23,0
2016-01-30T03:00,21.4,72,22.4,963.9,0,27,0
2016-01-30T04:00,20.8,74,22.1,964.3,0,28,0
2016-01-30T05:00,20.2,76,23.3,964.7,0,28,0
2016-01-30T06:00,20,78,22.8,965.5,0,31,0
2016-01-30T07:00,21.4,75,23.2,966.7,0,30,28
2016-01-30T08:00,26.4,55,27.3,968.1,0,32,182
2016-01-30T09:00,28.6,46,32.2,969.4,0,43,394
2016-01-30T10:00,30.2,41,34.5,969,0,29,604
2016-01-30T11:00,31.2,38,36,968.3,0,31,677
2016-01-30T12:00,31.9,36,37.7,967.6,0,13,717
2016-01-30T13:00,32.3,35,37.3,966.2,0,7,682
2016-01-30T14:00,33.2,33,37.9,964.9,0,6,872
2016-01-30T15:00,33,33,37.1,964,0,5,709
2016-01-30T16:00,32.5,34,35.2,963.2,0,5,502
2016-01-30T17:00,31.5,35,34.3,963.2,0,4,243
2016-01-30T18:00,29.8,40,32.8,963.7,0,5,56
2016-01-30T19:00,27.6,49,31.3,964.2,0,6,0
2016-01-30T20:00,26.2,52,30,964.8,0,6,0
2016-01-30T21:00,26.3,51,28.8,965.6,0,12,0
2016-01-30T22:00,25.7,55,28.2,965.9,0,7,0
2016-01-30T23:00,24.9,57,28.5,965.8,0,4,0
2016-01-31T00:00,24.5,59,28.6,966.1,0,2,0
2016-01-31T01:00,23.7,62,27,965.4,0,5,0
2016-01-31T02:00,24.4,58,26.6,965.1,0,3,0
2016-01-31T03:00,23.1,62,24.5,965,0,9,0
2016-01-31T04:00,22.1,66,22.4,965,0,8,0
2016-01-31T05:00,21.8,67,24.9,965.5,0,15,0
2016-01-31T06:00,21.7,69,25.5,966.3,0,11,0
2016-01-31T07:00,22.3,71,27,967.4,0,14,26
2016-01-31T08:00,26.1,56,28.7,968.4,0,24,167
2016-01-31T09:00,27.9,48,31.6,969,0,15,318
2016-01-31T10:00,29.2,43,32.7,968.9,0,27,486
2016-01-31T11:00,30.1,41,33.9,967.9,0,27,561
2016-01-31T12:00,31.6,37,36.6,967.5,0,28,689
2016-01-31T13:00,31.3,38,34.2,966.4,0,22,277
2016-01-31T14:00,31.1,39,34.5,965.3,0,35,488
2016-01-31T15:00,31,39,35.8,964.3,0,29,534
2016-01-31T16:00,30.9,39,34.8,963.9,0,15,416
2016-01-31T17:00,30,41,32.9,963.9,0,12,222
2016-01-31T18:00,28.6,45,31.9,964,0,13,49
2016-01-31T19:00,26.8,52,30.8,964.7,0,7,0
2016-01-31T20:00,25.9,54,29.2,965.3,0,9,0
2016-01-31T21:00,25,58,28.3,966.2,0,20,0
2016-01-31T22:00,24.1,62,26.8,966.5,0,24,0
2016-01-31T23:00,23.5,65,26.3,966.7,0,24,0
2016-02-01T00:00,23.4,65,24.9,966.8,0,31,0
2016-02-01T01:00,22.9,67,23.9,966.4,0,26,0
2016-02-01T02:00,22.1,68,23.2,965.9,0,33,0
2016-02-01T03:00,21.3,71,21.7,965.8,0,35,0
2016-02-01T04:00,20.6,75,21.3,965.7,0,32,0
2016-02-01T05:00,20.2,77,21.9,965.7,0,27,0
2016-02-01T06:00,19.9,79,21.8,965.9,0,17,0
2016-02-01T07:00,20.5,79,24.5,967,0,11,28
2016-02-01T08:00,25.8,56,27.2,968.2,0,7,194
2016-02-01T09:00,28.4,43,31.6,969.4,0,4,409
2016-02-01T10:00,30.2,35,33.4,969.2,0,8,638
2016-02-01T11:00,31.5,30,34.6,968.6,0,5,775
2016-02-01T12:00,32.5,27,36.7,967.9,0,4,861
2016-02-01T13:00,33,25,37.1,966.5,0,5,862
2016-02-01T14:00,33,24,36.9,965.2,0,3,789
2016-02-01T15:00,33.1,24,36.4,964.2,0,4,687
2016-02-01T16:00,32.4,24,34.8,964,0,9,481
2016-02-01T17:00,31.4,26,32.9,964,0,12,255
2016-02-01T18:00,29.7,32,30.7,964.1,0,9,66
2016-02-01T19:00,27.5,33,28.4,964.7,0,1,0
2016-02-01T20:00,25.4,38,26.9,965.1,0,0,0
2016-02-01T21:00,24,42,25,966,0,0,0
2016-02-01T22:00,23.1,45,24,966.8,0,1,0
2016-02-01T23:00,22.5,47,23.4,966.8,0,2,0
2016-02-02T00:00,21.8,49,22.4,966.5,0,3,0
2016-02-02T01:00,21.2,51,21.3,965.4,0,6,0
2016-02-02T02:00,20.8,52,20.2,964.5,0,2,0
2016-02-02T03:00,20.2,54,18.8,964.6,0,1,0
2016-02-02T04:00,19.7,56,18.8,964.3,0,1,0
2016-02-02T05:00,19.4,57,20.1,964.2,0,3,0
2016-02-02T06:00,19,59,20.3,965,0,3,0
2016-02-02T07:00,19.6,62,21.1,966,0,5,31
2016-02-02T08:00,25.8,52,25.9,967.7,0,5,207
2016-02-02T09:00,29.7,34,31.3,969.3,0,7,441
2016-02-02T10:00,31.3,30,33.4,969.2,0,9,634
2016-02-02T11:00,32.5,28,36.6,968.6,0,6,800
2016-02-02T12:00,33.3,27,38.3,967.7,0,31,851
2016-02-02T13:00,33.8,26,38.5,966,0,25,802
2016-02-02T14:00,32.9,29,37.2,964.6,0,31,540
2016-02-02T15:00,33.3,27,37.2,963.4,0,18,576
2016-02-02T16:00,32.8,28,36.1,962.9,0,21,402
2016-02-02T17:00,31.8,30,34,963.4,0,4,158
2016-02-02T18:00,30.2,33,32,963.3,0,4,63
2016-02-02T19:00,28,38,30.3,963.9,0,5,0
2016-02-02T20:00,26.1,43,29.2,965,0,14,0
2016-02-02T21:00,24.9,47,28.5,966,0,20,0
2016-02-02T22:00,24.4,49,27.2,966.7,0,17,0
2016-02-02T23:00,23.6,51,26.5,966.6,0,14,0
2016-02-03T00:00,23.1,53,25.2,966.4,0,24,0
2016-02-03T01:00,22.7,55,24.9,965.5,0,34,0
2016-02-03T02:00,22.3,58,24.4,964.7,0,40,0
2016-02-03T03:00,21.5,61,22.2,964.5,0,42,0
2016-02-03T04:00,20.8,64,21,964.5,0,45,0
2016-02-03T05:00,20.3,66,23,965.3,0,12,0
2016-02-03T06:00,20.1,68,23.2,965.7,0,25,0
2016-02-03T07:00,20.6,71,24.5,967,0,49,19
2016-02-03T08:00,25.1,57,26.9,967.8,0,59,103
2016-02-03T09:00,27.6,50,32.2,969.1,0,49,247
2016-02-03T10:00,28.9,47,33.1,968.6,0,55,370
2016-02-03T11:00,29.8,45,33.9,968,0,59,402
2016-02-03T12:00,31.3,41,38,967.1,0,57,754
2016-02-03T13:00,31.8,39,37.3,965.5,0,64,710
2016-02-03T14:00,31.5,39,36.9,964.2,0,45,421
2016-02-03T15:00,31.3,39,35.8,963.2,0,29,382
2016-02-03T16:00,31.1,40,35.4,962.7,0,39,324
2016-02-03T17:00,30.2,42,33.9,962.7,0,31,199
2016-02-03T18:00,29,45,32.9,962.6,0,28,52
2016-02-03T19:00,27.7,49,31.5,963.4,0,28,0
2016-02-03T20:00,26.6,53,30.8,964,0,32,0
2016-02-03T21:00,25.7,56,29.9,965,0,27,0
2016-02-03T22:00,25.2,58,28.8,965.4,0,31,0
2016-02-03T23:00,24.4,62,28.5,965.9,0,42,0
2016-02-04T00:00,23.7,65,28.1,966,0,46,0
2016-02-04T01:00,23.3,68,27.4,965.5,0,35,0
2016-02-04T02:00,23.8,66,27.6,965,0,38,0
2016-02-04T03:00,23.6,67,27.6,965,0,47,0
2016-02-04T04:00,23.3,69,26.5,965,0,47,0
2016-02-04T05:00,22.8,71,26.2,965,0,47,0
2016-02-04T06:00,22.4,74,26.6,965.6,0,52,0
2016-02-04T07:00,22.9,75,27.5,966.7,0,56,18
2016-02-04T08:00,25.5,61,28.2,968,0,36,96
2016-02-04T09:00,26.8,56,29.3,968.6,0,38,200
2016-02-04T10:00,28.7,50,33.2,968.8,0,53,432
2016-02-04T11:00,29.9,46,34.6,968.3,0,51,610
2016-02-04T12:00,30.2,45,35.2,967.4,0,37,517
2016-02-04T13:00,31.2,42,36,965.8,0,31,684
2016-02-04T14:00,30.9,44,36.6,964.5,0,46,664
2016-02-04T15:00,30.2,45,35.3,963.4,0,40,370
2016-02-04T16:00,29.9,46,34.8,962.3,0,55,310
2016-02-04T17:00,29.3,47,32.7,961.9,0,32,150
2016-02-04T18:00,28.4,51,31.5,962.4,0,32,23
2016-02-04T19:00,27.6,54,30.8,963,0,37,0
2016-02-04T20:00,25.8,62,29.7,963.4,0,44,0
2016-02-04T21:00,25.3,63,28.8,964.6,0,47,0
2016-02-04T22:00,24.6,64,27.7,965,0,53,0
2016-02-04T23:00,23.6,68,27.1,965.1,0,67,0
2016-02-05T00:00,23.2,71,26.9,965.4,0,61,0
2016-02-05T01:00,23.4,71,27.2,965.1,0,69,0
2016-02-05T02:00,23.5,71,26.7,965,0,74,0
2016-02-05T03:00,23.7,70,26.5,964.7,0,65,0
2016-02-05T04:00,24,70,26.5,965.1,0,67,0
2016-02-05T05:00,23.8,71,27.3,965,0,54,0
2016-02-05T06:00,23.6,72,27,965.7,0,46,0
2016-02-05T07:00,23.4,75,28.8,967.3,0,47,15
2016-02-05T08:00,24.5,72,28.6,968,0,26,79
2016-02-05T09:00,26.2,59,31,969.5,0,25,251
2016-02-05T10:00,27.3,53,31.7,969.5,0,24,343
2016-02-05T11:00,28.2,50,33,969.4,0,22,490
2016-02-05T12:00,29.1,47,35.8,968.3,0,22,551
2016-02-05T13:00,29.8,44,36.8,967.6,0,18,525
2016-02-05T14:00,29.9,44,37.3,965.6,0,18,519
2016-02-05T15:00,30.5,41,35.3,964.3,0,25,442
2016-02-05T16:00,30.2,42,34,963,0,33,274
2016-02-05T17:00,29.7,43,33,962.6,0,32,156
2016-02-05T18:00,28.9,48,31.8,963.2,0,30,45
2016-02-05T19:00,26.8,52,30.2,964.5,0,37,0
2016-02-05T20:00,24.9,58,28.7,965.2,0,42,0
2016-02-05T21:00,23.8,62,27.4,965.8,0,43,0
2016-02-05T22:00,23.2,64,26.7,966.4,0,40,0
2016-02-05T23:00,23.1,65,26.6,966.6,0,42,0
2016-02-06T00:00,22.5,67,25.7,966.8,0,41,0
2016-02-06T01:00,22.2,67,25.2,966.7,0,44,0
2016-02-06T02:00,21.6,71,24.6,966.2,0,36,0
2016-02-06T03:00,20.8,74,22.5,965.9,0,38,0
2016-02-06T04:00,20.5,75,21.5,965.5,0,39,0
2016-02-06T05:00,20,77,22.9,964.9,0,33,0
2016-02-06T06:00,19.4,79,22.8,965.8,0,33,0
2016-02-06T07:00,20.3,77,22.9,966.8,0,31,26
2016-02-06T08:00,26.4,54,27.6,968.9,0,30,188
2016-02-06T09:00,28.8,42,31.6,969.8,0,22,363
2016-02-06T10:00,30.5,36,33.3,969.9,0,22,576
2016-02-06T11:00,31.7,32,34.5,969.2,0,26,698
2016-02-06T12:00,32.7,30,36.2,968.3,0,36,749
2016-02-06T13:00,32.7,30,35.7,967.1,0,53,513
2016-02-06T14:00,32.8,30,35.8,965.5,0,64,452
2016-02-06T15:00,32.8,30,34.9,964.1,0,61,423
2016-02-06T16:00,32.3,31,34.4,963.6,0,60,300
2016-02-06T17:00,31.4,33,33.5,964.8,0,65,166
2016-02-06T18:00,29.8,37,32.2,965,0,65,48
2016-02-06T19:00,27.8,41,30.5,965.8,0,62,0
2016-02-06T20:00,25.9,46,29.4,966.2,0,28,0
2016-02-06T21:00,25.1,48,28.2,966.9,0,20,0
2016-02-06T22:00,24.5,50,26.6,967.5,0,20,0
2016-02-06T23:00,24,52,26.1,967.7,0,30,0
2016-02-07T00:00,23.7,53,25.3,967.5,0,40,0
2016-02-07T01:00,23.5,53,25.4,967.2,0,41,0
2016-02-07T02:00,23,57,24.5,966.5,0,47,0
2016-02-07T03:00,22.5,60,24,965.8,0,48,0
2016-02-07T04:00,21.8,62,23.3,965.6,0,41,0
2016-02-07T05:00,21.8,63,24.8,965.6,0,38,0
2016-02-07T06:00,21.7,65,25.1,966.3,0,37,0
2016-02-07T07:00,22.2,70,25.7,967.3,0,38,17
2016-02-07T08:00,26,59,28,968.4,0,49,93
2016-02-07T09:00,27.9,45,31.1,969.4,0,68,116
2016-02-07T10:00,29,42,31.7,969.6,0,73,207
2016-02-07T11:00,29.7,41,32.3,969.4,0,53,355
2016-02-07T12:00,30.6,39,33.4,968.2,0,61,369
2016-02-07T13:00,32,36,35.1,966.9,0,52,590
2016-02-07T14:00,31.1,39,34.8,965.1,0,40,477
2016-02-07T15:00,31.2,40,34.9,964.1,0,30,457
2016-02-07T16:00,30.8,41,34.5,964,0,28,343
2016-02-07T17:00,29.8,44,32.9,964.5,0,48,163
2016-02-07T18:00,28.8,47,32.2,964.2,0,47,43
2016-02-07T19:00,27.5,51,31,964.9,0,22,0
2016-02-07T20:00,26.6,53,30.5,966.4,0,34,0
2016-02-07T21:00,26,54,30.3,966.9,0,39,0
2016-02-07T22:00,25,59,29.1,967.8,0,37,0
2016-02-07T23:00,24.5,65,28.6,967.5,0.2,55,0
2016-02-08T00:00,25.5,56,28.1,967.4,0.5,46,0
